区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク,総合危険度ランク,緯度,経度,最寄駅,路線
練馬区,高野台４丁目,台地1,1,2,1,35.747231,139.616669,練馬高野台,西武池袋線
練馬区,高野台５丁目,台地1,1,3,2,35.748005,139.611603,石神井公園,西武池袋線
練馬区,高松１丁目,台地1,2,1,2,35.747864,139.634735,練馬春日町,都営大江戸線
練馬区,高松２丁目,谷底低地2,1,2,2,35.748051,139.631042,,
練馬区,高松３丁目,谷底低地2,1,1,2,35.748116,139.627426,,
練馬区,高松４丁目,台地1,2,2,2,35.752182,139.627808,光が丘,都営大江戸線
練馬区,高松５丁目,台地1,1,1,1,35.757755,139.620972,光が丘,都営大江戸線
練馬区,高松６丁目,台地1,1,1,1,35.758911,139.617599,,
練馬区,田柄１丁目,台地1,2,3,3,35.760456,139.645889,平和台<br>平和台,東京メトロ有楽町線<br>東京メトロ副都心線
練馬区,田柄２丁目,台地1,2,3,3,35.76646,139.644791,地下鉄赤塚<br>地下鉄赤塚<br>下赤塚,東京メトロ副都心線<br>東京メトロ有楽町線<br>東武東上本線
練馬区,田柄３丁目,台地1,2,3,2,35.759438,139.638916,,
練馬区,田柄４丁目,台地1,2,3,2,35.764645,139.637299,,
練馬区,田柄５丁目,台地1,1,2,1,35.75779,139.634064,光が丘,都営大江戸線
練馬区,立野町,台地1,1,3,2,35.716148,139.580917,,
練馬区,豊玉上１丁目,台地1,1,1,1,35.736111,139.668915,江古田<br>新江古田<br>新桜台,西武池袋線<br>都営大江戸線<br>西武有楽町線
練馬区,豊玉上２丁目,台地1,1,1,1,35.73719,139.661438,桜台<br>練馬<br>練馬<br>練馬<br>練馬<br>新桜台,西武池袋線<br>都営大江戸線<br>西武豊島線<br>西武有楽町線<br>西武池袋線<br>西武有楽町線
練馬区,豊玉北１丁目,台地1,1,1,1,35.733143,139.668915,新江古田<br>江古田,都営大江戸線<br>西武池袋線
練馬区,豊玉北２丁目,台地1,1,1,1,35.734074,139.665527,新江古田<br>桜台<br>江古田,都営大江戸線<br>西武池袋線<br>西武池袋線
練馬区,豊玉北３丁目,台地1,1,1,1,35.734352,139.662231,桜台<br>練馬<br>新江古田,西武池袋線<br>都営大江戸線<br>都営大江戸線
練馬区,豊玉北４丁目,台地1,2,2,1,35.735085,139.658768,練馬<br>練馬<br>練馬<br>練馬<br>桜台,都営大江戸線<br>西武有楽町線<br>西武池袋線<br>西武豊島線<br>西武池袋線
練馬区,豊玉北５丁目,台地1,2,1,1,35.735275,139.655121,練馬<br>練馬<br>練馬<br>練馬<br>桜台,都営大江戸線<br>西武豊島線<br>西武有楽町線<br>西武池袋線<br>西武池袋線
練馬区,豊玉北６丁目,台地1,1,1,1,35.735256,139.651352,練馬<br>練馬<br>練馬<br>練馬<br>豊島園,都営大江戸線<br>西武有楽町線<br>西武池袋線<br>西武豊島線<br>都営大江戸線
練馬区,豊玉中１丁目,谷底低地2,2,3,2,35.730206,139.662674,新江古田,都営大江戸線
練馬区,豊玉中２丁目,台地1,2,2,1,35.731216,139.658936,練馬,都営大江戸線
練馬区,豊玉中３丁目,谷底低地1,2,2,1,35.731712,139.654663,練馬<br>練馬<br>練馬<br>練馬,都営大江戸線<br>西武有楽町線<br>西武池袋線<br>西武豊島線
練馬区,豊玉中４丁目,台地1,1,1,1,35.731876,139.650681,練馬<br>練馬<br>練馬<br>練馬,都営大江戸線<br>西武有楽町線<br>西武豊島線<br>西武池袋線
練馬区,豊玉南１丁目,台地1,2,2,1,35.727585,139.660583,,
練馬区,豊玉南２丁目,谷底低地2,2,1,1,35.728069,139.656189,,
練馬区,豊玉南３丁目,谷底低地1,1,1,1,35.728554,139.651611,,
練馬区,土支田１丁目,台地1,2,2,1,35.763016,139.617874,,
練馬区,土支田２丁目,台地1,1,2,1,35.761539,139.614227,,
練馬区,土支田３丁目,台地1,2,3,2,35.760551,139.609177,,
練馬区,土支田４丁目,台地1,2,2,3,35.767567,139.614243,,
練馬区,中村１丁目,台地1,2,2,1,35.732712,139.647522,,
練馬区,中村２丁目,谷底低地2,2,2,2,35.732304,139.643585,中村橋,西武池袋線
練馬区,中村３丁目,台地1,2,1,2,35.732128,139.639023,中村橋,西武池袋線
練馬区,中村北１丁目,台地1,1,1,1,35.735836,139.647247,練馬<br>練馬<br>練馬<br>豊島園<br>練馬<br>豊島園,西武有楽町線<br>西武豊島線<br>西武池袋線<br>西武豊島線<br>都営大江戸線<br>都営大江戸線
練馬区,中村北２丁目,台地1,1,1,1,35.735806,139.643326,中村橋,西武池袋線
練馬区,中村北３丁目,台地1,2,3,2,35.735737,139.639709,中村橋,西武池袋線
練馬区,中村北４丁目,台地1,1,1,1,35.734814,139.636169,中村橋<br>富士見台,西武池袋線<br>西武池袋線
練馬区,中村南１丁目,台地1,1,2,1,35.728279,139.646805,都立家政,西武新宿線
練馬区,中村南２丁目,谷底低地2,2,1,2,35.727982,139.642944,都立家政<br>鷺ノ宮,西武新宿線<br>西武新宿線
練馬区,中村南３丁目,台地1,1,2,1,35.728268,139.639832,鷺ノ宮<br>都立家政,西武新宿線<br>西武新宿線
練馬区,西大泉１丁目,台地1,2,3,2,35.753872,139.577606,,
練馬区,西大泉２丁目,台地1,2,2,2,35.757244,139.574493,,
練馬区,西大泉３丁目,台地1,2,2,2,35.758083,139.579254,,
練馬区,西大泉４丁目,台地1,2,2,2,35.763657,139.575043,,
練馬区,西大泉５丁目,台地1,2,3,3,35.758213,139.568604,,
練馬区,西大泉６丁目,台地1,2,3,3,35.761936,139.569916,,
練馬区,西大泉町,谷底低地1,1,1,1,35.763412,139.566986,,
練馬区,錦１丁目,谷底低地2,2,3,2,35.760075,139.670151,上板橋,東武東上本線
練馬区,錦２丁目,台地1,1,2,1,35.762077,139.665558,,
練馬区,貫井１丁目,台地1,2,1,2,35.737411,139.634277,中村橋<br>富士見台,西武池袋線<br>西武池袋線
練馬区,貫井２丁目,台地1,2,2,2,35.740013,139.635941,中村橋<br>富士見台,西武池袋線<br>西武池袋線
練馬区,貫井３丁目,台地1,2,3,3,35.738468,139.628342,富士見台,西武池袋線
練馬区,貫井４丁目,台地1,2,3,3,35.742317,139.629562,富士見台,西武池袋線
練馬区,貫井５丁目,台地1,2,2,2,35.742744,139.634216,中村橋,西武池袋線
練馬区,練馬１丁目,台地1,2,2,2,35.738953,139.653763,練馬<br>練馬<br>練馬<br>練馬<br>豊島園<br>豊島園<br>桜台,西武池袋線<br>西武有楽町線<br>西武豊島線<br>都営大江戸線<br>都営大江戸線<br>西武豊島線<br>西武池袋線
練馬区,練馬２丁目,台地1,2,2,2,35.744373,139.653809,豊島園<br>豊島園<br>練馬<br>練馬<br>練馬<br>練馬,都営大江戸線<br>西武豊島線<br>西武有楽町線<br>西武池袋線<br>西武豊島線<br>都営大江戸線
練馬区,練馬３丁目,台地1,2,2,2,35.73848,139.647629,豊島園<br>豊島園<br>練馬<br>練馬<br>練馬<br>練馬,西武豊島線<br>都営大江戸線<br>西武池袋線<br>西武豊島線<br>西武有楽町線<br>都営大江戸線
練馬区,練馬４丁目,台地1,2,2,2,35.742584,139.649368,豊島園<br>豊島園<br>練馬<br>練馬<br>練馬<br>練馬,都営大江戸線<br>西武豊島線<br>西武有楽町線<br>西武池袋線<br>西武豊島線<br>都営大江戸線
練馬区,羽沢１丁目,台地1,2,3,2,35.741688,139.671219,新桜台<br>江古田<br>小竹向原<br>小竹向原<br>小竹向原,西武有楽町線<br>西武池袋線<br>東京メトロ有楽町線<br>西武有楽町線<br>東京メトロ副都心線
練馬区,羽沢２丁目,台地1,2,3,2,35.744991,139.670853,新桜台<br>氷川台<br>氷川台<br>小竹向原<br>小竹向原<br>小竹向原,西武有楽町線<br>東京メトロ有楽町線<br>東京メトロ副都心線<br>東京メトロ副都心線<br>西武有楽町線<br>東京メトロ有楽町線
練馬区,羽沢３丁目,谷底低地2,1,1,1,35.751415,139.673325,氷川台<br>氷川台,東京メトロ副都心線<br>東京メトロ有楽町線
練馬区,早宮１丁目,台地1,2,3,2,35.75156,139.658859,氷川台<br>氷川台,東京メトロ副都心線<br>東京メトロ有楽町線
練馬区,早宮２丁目,台地1,1,2,1,35.75518,139.653763,平和台<br>平和台,東京メトロ有楽町線<br>東京メトロ副都心線
練馬区,早宮３丁目,台地1,2,3,2,35.748398,139.652603,豊島園,都営大江戸線
練馬区,早宮４丁目,台地1,1,2,2,35.7495,139.64949,,
練馬区,光が丘１丁目,台地1,1,1,1,35.768379,139.638229,地下鉄赤塚<br>地下鉄赤塚<br>下赤塚,東京メトロ副都心線<br>東京メトロ有楽町線<br>東武東上本線
練馬区,光が丘２丁目,台地1,1,1,1,35.761559,139.632217,光が丘,都営大江戸線
練馬区,光が丘３丁目,台地1,1,1,1,35.756237,139.629272,光が丘,都営大江戸線
練馬区,光が丘４丁目,台地1,1,1,1,35.766247,139.62941,,
練馬区,光が丘５丁目,台地1,1,1,1,35.761494,139.627151,光が丘,都営大江戸線
練馬区,光が丘６丁目,台地1,1,1,1,35.759632,139.623199,光が丘,都営大江戸線
練馬区,光が丘７丁目,台地1,1,1,1,35.756008,139.623932,光が丘,都営大江戸線
練馬区,氷川台１丁目,台地1,1,1,1,35.755676,139.671799,,
練馬区,氷川台２丁目,台地1,2,2,1,35.756542,139.668289,,
練馬区,氷川台３丁目,谷底低地2,2,1,1,35.751488,139.669022,氷川台<br>氷川台,東京メトロ有楽町線<br>東京メトロ副都心線
練馬区,氷川台４丁目,台地1,2,3,2,35.752838,139.665039,氷川台<br>氷川台,東京メトロ有楽町線<br>東京メトロ副都心線
練馬区,東大泉１丁目,台地1,1,2,2,35.74868,139.591888,大泉学園,西武池袋線
練馬区,東大泉２丁目,台地1,1,2,1,35.752708,139.595154,,
練馬区,東大泉３丁目,台地1,2,2,2,35.753944,139.58931,大泉学園,西武池袋線
練馬区,東大泉４丁目,谷底低地2,2,2,2,35.753052,139.584045,大泉学園,西武池袋線
練馬区,東大泉５丁目,台地1,1,2,2,35.746025,139.590286,大泉学園,西武池袋線
練馬区,東大泉６丁目,台地1,2,2,2,35.744785,139.58345,大泉学園,西武池袋線
練馬区,東大泉７丁目,台地1,2,3,3,35.744045,139.578751,,
練馬区,富士見台１丁目,台地1,2,3,3,35.732441,139.623795,富士見台,西武池袋線
練馬区,富士見台２丁目,台地1,2,4,4,35.73568,139.622696,富士見台<br>練馬高野台,西武池袋線<br>西武池袋線
練馬区,富士見台３丁目,台地1,2,3,3,35.738617,139.623184,練馬高野台<br>富士見台,西武池袋線<br>西武池袋線
練馬区,富士見台４丁目,台地1,2,2,2,35.743412,139.622543,練馬高野台,西武池袋線
練馬区,平和台１丁目,台地1,2,3,1,35.758591,139.664581,,
練馬区,平和台２丁目,谷底低地1,2,2,1,35.760574,139.66127,平和台<br>平和台,東京メトロ副都心線<br>東京メトロ有楽町線
練馬区,平和台３丁目,台地1,1,1,1,35.75563,139.660767,平和台<br>平和台<br>氷川台<br>氷川台,東京メトロ有楽町線<br>東京メトロ副都心線<br>東京メトロ有楽町線<br>東京メトロ副都心線
練馬区,平和台４丁目,台地1,1,1,1,35.758411,139.656631,平和台<br>平和台,東京メトロ有楽町線<br>東京メトロ副都心線
練馬区,南大泉１丁目,台地1,2,3,3,35.739288,139.57576,,
練馬区,南大泉２丁目,台地1,2,4,3,35.737282,139.570236,,
練馬区,南大泉３丁目,谷底低地1,2,2,2,35.743702,139.570435,保谷,西武池袋線
練馬区,南大泉４丁目,台地1,2,4,3,35.746433,139.574005,保谷,西武池袋線
練馬区,南大泉５丁目,台地1,2,2,2,35.750397,139.574417,保谷,西武池袋線
練馬区,南大泉６丁目,台地1,2,3,3,35.753147,139.573303,保谷,西武池袋線
練馬区,南田中１丁目,台地1,2,2,2,35.731373,139.618317,井荻,西武新宿線
練馬区,南田中２丁目,台地1,1,2,1,35.733852,139.617126,練馬高野台,西武池袋線
練馬区,南田中３丁目,台地1,1,2,1,35.737679,139.61734,練馬高野台,西武池袋線
練馬区,南田中４丁目,台地1,2,3,3,35.733555,139.612579,,
練馬区,南田中５丁目,台地1,1,2,2,35.737892,139.611938,練馬高野台<br>石神井公園,西武池袋線<br>西武池袋線
練馬区,三原台１丁目,台地1,2,4,3,35.752815,139.604614,,
練馬区,三原台２丁目,台地1,1,3,1,35.756226,139.605118,,
練馬区,三原台３丁目,台地1,2,3,2,35.753525,139.600601,,
練馬区,谷原１丁目,台地1,1,1,1,35.750252,139.62149,,
練馬区,谷原２丁目,台地1,2,2,2,35.750916,139.616257,,
練馬区,谷原３丁目,台地1,2,2,2,35.753605,139.618118,,
練馬区,谷原４丁目,台地1,1,2,1,35.755447,139.614395,,
練馬区,谷原５丁目,台地1,1,2,1,35.752041,139.610626,,
練馬区,谷原６丁目,台地1,2,3,3,35.755665,139.610031,,
練馬区,上石神井南町,台地1,2,3,2,35.723343,139.594971,上石神井<br>上井草,西武新宿線<br>西武新宿線
練馬区,関町南１丁目,台地1,2,2,2,35.72073,139.592575,上石神井,西武新宿線
練馬区,関町南２丁目,谷底低地1,2,3,2,35.717548,139.583939,,
練馬区,関町南３丁目,台地1,2,2,2,35.721321,139.580978,,
練馬区,関町南４丁目,台地1,1,2,1,35.720901,139.572891,,
練馬区,関町東１丁目,台地1,2,3,2,35.724792,139.583405,武蔵関,西武新宿線
練馬区,関町東２丁目,台地1,2,1,1,35.72863,139.580093,武蔵関,西武新宿線
足立区,青井１丁目,沖積低地5,3,3,3,35.774082,139.812714,青井,つくばエクスプレス線
足立区,青井２丁目,沖積低地4,4,4,4,35.772297,139.814728,青井,つくばエクスプレス線
足立区,青井３丁目,沖積低地5,3,3,3,35.771767,139.819244,青井,つくばエクスプレス線
足立区,青井４丁目,沖積低地5,3,3,3,35.774982,139.819687,青井,つくばエクスプレス線
足立区,青井５丁目,沖積低地5,2,2,2,35.777,139.819839,青井,つくばエクスプレス線
足立区,青井６丁目,沖積低地5,3,3,3,35.776871,139.813431,,
足立区,足立１丁目,沖積低地4,4,4,4,35.76152,139.805573,五反野<br>小菅,東武伊勢崎線<br>東武伊勢崎線
足立区,足立２丁目,沖積低地4,4,4,4,35.758778,139.810486,小菅<br>五反野,東武伊勢崎線<br>東武伊勢崎線
足立区,足立３丁目,沖積低地4,4,3,4,35.763981,139.810425,五反野<br>小菅,東武伊勢崎線<br>東武伊勢崎線
足立区,足立４丁目,沖積低地4,4,4,4,35.766193,139.805786,五反野,東武伊勢崎線
足立区,綾瀬１丁目,沖積低地4,3,3,3,35.758846,139.822006,綾瀬<br>綾瀬,JR常磐線各駅停車<br>東京メトロ千代田線
足立区,綾瀬２丁目,沖積低地4,3,2,3,35.759926,139.828339,綾瀬<br>綾瀬,JR常磐線各駅停車<br>東京メトロ千代田線
足立区,綾瀬３丁目,沖積低地4,2,1,1,35.764004,139.826447,綾瀬<br>綾瀬,JR常磐線各駅停車<br>東京メトロ千代田線
足立区,綾瀬４丁目,沖積低地4,3,2,2,35.76535,139.822311,綾瀬<br>綾瀬<br>青井,JR常磐線各駅停車<br>東京メトロ千代田線<br>つくばエクスプレス線
足立区,綾瀬５丁目,沖積低地4,3,2,3,35.767509,139.826797,綾瀬<br>綾瀬<br>青井,JR常磐線各駅停車<br>東京メトロ千代田線<br>つくばエクスプレス線
足立区,綾瀬６丁目,沖積低地5,3,2,2,35.770931,139.826065,青井,つくばエクスプレス線
足立区,綾瀬７丁目,沖積低地5,3,2,2,35.773907,139.826538,青井<br>北綾瀬,つくばエクスプレス線<br>東京メトロ千代田線
足立区,入谷町,沖積低地4,1,1,1,35.799709,139.770523,舎人公園<br>舎人,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,梅島１丁目,沖積低地5,4,3,3,35.772495,139.800705,梅島,東武伊勢崎線
足立区,梅島２丁目,沖積低地5,3,2,3,35.776649,139.800339,梅島,東武伊勢崎線
足立区,梅島３丁目,沖積低地5,4,4,4,35.775806,139.794891,西新井<br>西新井<br>梅島,東武伊勢崎線<br>東武大師線<br>東武伊勢崎線
足立区,梅田１丁目,沖積低地4,4,3,3,35.762165,139.80159,,
足立区,梅田２丁目,沖積低地4,4,4,4,35.765633,139.801514,五反野,東武伊勢崎線
足立区,梅田３丁目,沖積低地5,4,4,5,35.763035,139.796967,,
足立区,梅田４丁目,沖積低地5,4,3,4,35.762928,139.793213,,
足立区,梅田５丁目,沖積低地5,4,4,4,35.769299,139.794037,梅島,東武伊勢崎線
足立区,梅田６丁目,沖積低地5,4,3,3,35.768341,139.797058,梅島,東武伊勢崎線
足立区,梅田７丁目,沖積低地4,3,3,3,35.769554,139.800674,梅島,東武伊勢崎線
足立区,梅田８丁目,沖積低地5,3,3,2,35.772923,139.795135,梅島<br>西新井<br>西新井,東武伊勢崎線<br>東武大師線<br>東武伊勢崎線
足立区,扇１丁目,沖積低地4,3,3,3,35.762367,139.774261,扇大橋<br>高野,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,扇２丁目,沖積低地4,2,2,2,35.763226,139.765884,扇大橋<br>高野,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,扇３丁目,沖積低地5,3,2,2,35.770023,139.772171,高野<br>江北<br>扇大橋,日暮里・舎人ライナー<br>日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,大谷田１丁目,沖積低地5,3,2,3,35.778542,139.846909,,
足立区,大谷田２丁目,沖積低地5,2,2,2,35.782467,139.845016,,
足立区,大谷田３丁目,沖積低地5,3,2,3,35.778755,139.841171,,
足立区,大谷田４丁目,沖積低地5,3,2,2,35.778912,139.838135,北綾瀬,東京メトロ千代田線
足立区,大谷田５丁目,沖積低地5,3,2,3,35.78373,139.83934,,
足立区,興野１丁目,沖積低地4,4,4,5,35.769562,139.782364,,
足立区,興野２丁目,沖積低地4,4,4,4,35.768833,139.777359,高野,日暮里・舎人ライナー
足立区,小台１丁目,沖積低地4,2,1,2,35.755444,139.771561,足立小台<br>熊野前<br>熊野前,日暮里・舎人ライナー<br>都電荒川線<br>日暮里・舎人ライナー
足立区,小台２丁目,沖積低地4,4,4,4,35.758415,139.759613,,
足立区,加賀１丁目,沖積低地4,3,3,2,35.788746,139.758957,,
足立区,加賀２丁目,沖積低地4,2,2,1,35.792694,139.760147,,
足立区,加平１丁目,沖積低地5,3,2,2,35.775902,139.826859,北綾瀬<br>青井,東京メトロ千代田線<br>つくばエクスプレス線
足立区,加平２丁目,沖積低地5,2,1,1,35.780365,139.826294,北綾瀬<br>六町,東京メトロ千代田線<br>つくばエクスプレス線
足立区,加平３丁目,沖積低地5,2,1,1,35.780083,139.829025,北綾瀬,東京メトロ千代田線
足立区,北加平町,沖積低地4,3,3,3,35.784065,139.82843,六町,つくばエクスプレス線
足立区,栗原１丁目,沖積低地4,3,3,3,35.780415,139.789429,西新井<br>西新井<br>大師前,東武伊勢崎線<br>東武大師線<br>東武大師線
足立区,栗原２丁目,沖積低地4,3,2,2,35.783516,139.789154,西新井<br>西新井,東武伊勢崎線<br>東武大師線
足立区,栗原３丁目,沖積低地4,3,2,3,35.78027,139.78537,大師前<br>西新井<br>西新井,東武大師線<br>東武大師線<br>東武伊勢崎線
足立区,栗原４丁目,沖積低地4,2,1,1,35.785393,139.785461,大師前,東武大師線
足立区,弘道１丁目,沖積低地4,3,3,4,35.76852,139.812332,五反野,東武伊勢崎線
足立区,弘道２丁目,沖積低地4,3,2,2,35.768349,139.818146,青井,つくばエクスプレス線
足立区,江北１丁目,沖積低地5,2,2,2,35.769802,139.768326,高野<br>江北<br>扇大橋,日暮里・舎人ライナー<br>日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,江北２丁目,沖積低地4,3,4,4,35.768192,139.763184,高野,日暮里・舎人ライナー
足立区,江北３丁目,沖積低地5,3,3,3,35.77446,139.76123,,
足立区,江北４丁目,沖積低地5,3,2,2,35.773537,139.766586,江北<br>高野,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,江北５丁目,沖積低地5,1,1,1,35.776848,139.767212,江北<br>西新井大師西,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,江北６丁目,沖積低地4,2,1,1,35.780865,139.767532,西新井大師西<br>江北,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,江北７丁目,沖積低地5,2,2,2,35.780769,139.763565,西新井大師西,日暮里・舎人ライナー
足立区,古千谷１丁目,沖積低地4,1,1,1,35.796371,139.772705,舎人公園,日暮里・舎人ライナー
足立区,古千谷２丁目,沖積低地4,1,1,1,35.800053,139.773788,舎人公園<br>舎人,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,佐野１丁目,沖積低地5,2,2,2,35.787174,139.843506,,
足立区,佐野２丁目,沖積低地5,3,2,3,35.787563,139.838745,,
足立区,皿沼１丁目,沖積低地4,3,2,2,35.793396,139.762848,舎人公園,日暮里・舎人ライナー
足立区,皿沼２丁目,沖積低地4,2,2,1,35.791653,139.767303,谷在家<br>舎人公園,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,皿沼３丁目,沖積低地4,3,2,1,35.794327,139.766861,舎人公園<br>谷在家,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,鹿浜１丁目,沖積低地5,2,1,2,35.776169,139.748474,,
足立区,鹿浜２丁目,沖積低地5,2,2,2,35.781857,139.747086,,
足立区,鹿浜３丁目,沖積低地5,3,2,2,35.78112,139.753479,,
足立区,鹿浜４丁目,沖積低地5,3,3,2,35.781258,139.75824,,
足立区,鹿浜５丁目,沖積低地4,2,2,2,35.785595,139.754379,,
足立区,鹿浜６丁目,沖積低地4,3,3,2,35.786346,139.759033,,
足立区,鹿浜７丁目,沖積低地4,3,2,2,35.785267,139.763504,谷在家<br>西新井大師西,日暮里・舎人ライナー<br>日暮里・舎人ライナー
足立区,鹿浜８丁目,沖積低地4,3,2,2,35.788197,139.763596,谷在家,日暮里・舎人ライナー
足立区,島根１丁目,沖積低地5,3,3,3,35.779259,139.799927,梅島,東武伊勢崎線
足立区,島根２丁目,沖積低地4,3,3,3,35.782288,139.800262,,
足立区,島根３丁目,沖積低地5,3,2,3,35.779602,139.794495,西新井<br>西新井,東武伊勢崎線<br>東武大師線
足立区,島根４丁目,沖積低地4,3,2,2,35.782986,139.79454,西新井<br>西新井,東武大師線<br>東武伊勢崎線
足立区,新田１丁目,沖積低地5,3,2,2,35.777122,139.740479,志茂,東京メトロ南北線
足立区,新田２丁目,沖積低地4,3,2,3,35.772705,139.741104,,
足立区,新田３丁目,沖積低地4,3,2,2,35.771393,139.748642,,
足立区,神明１丁目,沖積低地4,3,2,2,35.792801,139.829407,,
足立区,神明２丁目,沖積低地4,3,2,3,35.794289,139.835129,,
足立区,神明３丁目,沖積低地4,3,3,3,35.797066,139.83522,,
足立区,神明南１丁目,沖積低地4,3,3,3,35.788643,139.828751,六町,つくばエクスプレス線
足立区,神明南２丁目,沖積低地4,3,3,3,35.789238,139.832092,,
足立区,関原１丁目,沖積低地5,4,4,4,35.761856,139.789459,,
足立区,関原２丁目,沖積低地5,5,5,5,35.76696,139.789047,,
足立区,関原３丁目,沖積低地5,5,5,5,35.771744,139.788712,西新井<br>西新井,東武大師線<br>東武伊勢崎線
足立区,千住１丁目,沖積低地4,4,3,3,35.747833,139.801407,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>千住大橋,東京メトロ千代田線<br>東京メトロ日比谷線<br>JR常磐線快速<br>JR常磐線各駅停車<br>つくばエクスプレス線<br>東武伊勢崎線<br>京成本線
足立区,千住２丁目,沖積低地4,4,3,4,35.74958,139.801971,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住,東京メトロ千代田線<br>東京メトロ日比谷線<br>JR常磐線快速<br>JR常磐線各駅停車<br>つくばエクスプレス線<br>東武伊勢崎線
足立区,千住３丁目,沖積低地4,4,3,4,35.751637,139.802704,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住,JR常磐線快速<br>JR常磐線各駅停車<br>つくばエクスプレス線<br>東武伊勢崎線<br>東京メトロ日比谷線<br>東京メトロ千代田線
足立区,千住４丁目,沖積低地4,5,5,5,35.753395,139.803284,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住,JR常磐線快速<br>JR常磐線各駅停車<br>東武伊勢崎線<br>つくばエクスプレス線<br>東京メトロ日比谷線<br>東京メトロ千代田線
足立区,千住５丁目,沖積低地4,4,4,4,35.756268,139.804672,北千住<br>北千住<br>北千住<br>北千住,東武伊勢崎線<br>JR常磐線各駅停車<br>JR常磐線快速<br>つくばエクスプレス線
足立区,千住曙町,沖積低地4,3,2,2,35.741829,139.814011,京成関屋<br>堀切<br>牛田,京成本線<br>東武伊勢崎線<br>東武伊勢崎線
足立区,千住旭町,沖積低地4,4,4,4,35.748875,139.807159,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>牛田<br>京成関屋,東武伊勢崎線<br>つくばエクスプレス線<br>JR常磐線各駅停車<br>JR常磐線快速<br>東京メトロ千代田線<br>東京メトロ日比谷線<br>東武伊勢崎線<br>京成本線
足立区,千住大川町,沖積低地4,5,5,5,35.757149,139.798096,,
足立区,千住河原町,沖積低地4,4,3,4,35.743103,139.798782,千住大橋,京成本線
足立区,千住寿町,沖積低地4,5,5,5,35.75309,139.799164,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住,JR常磐線各駅停車<br>JR常磐線快速<br>東京メトロ日比谷線<br>東京メトロ千代田線<br>つくばエクスプレス線<br>東武伊勢崎線
足立区,千住関屋町,沖積低地4,1,1,1,35.741333,139.806564,京成関屋<br>牛田,京成本線<br>東武伊勢崎線
足立区,千住龍田町,沖積低地4,5,5,5,35.751209,139.79538,,
足立区,千住中居町,沖積低地4,4,4,4,35.749435,139.797729,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>千住大橋,東京メトロ日比谷線<br>東京メトロ千代田線<br>JR常磐線各駅停車<br>JR常磐線快速<br>つくばエクスプレス線<br>東武伊勢崎線<br>京成本線
足立区,千住仲町,沖積低地4,4,5,4,35.744984,139.800537,千住大橋<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住,京成本線<br>東京メトロ日比谷線<br>東京メトロ千代田線<br>つくばエクスプレス線<br>JR常磐線快速<br>JR常磐線各駅停車<br>東武伊勢崎線
足立区,千住橋戸町,沖積低地4,2,2,2,35.740192,139.797806,千住大橋<br>南千住<br>南千住,京成本線<br>JR常磐線快速<br>東京メトロ日比谷線
足立区,千住宮元町,沖積低地4,4,4,4,35.746799,139.796204,千住大橋<br>北千住<br>北千住,京成本線<br>東京メトロ千代田線<br>東京メトロ日比谷線
足立区,千住元町,沖積低地5,5,5,5,35.756115,139.791733,,
足立区,千住柳町,沖積低地4,5,5,5,35.753792,139.796341,,
足立区,千住東１丁目,沖積低地4,4,4,4,35.745026,139.80452,北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>牛田<br>京成関屋,東京メトロ千代田線<br>東京メトロ日比谷線<br>つくばエクスプレス線<br>JR常磐線各駅停車<br>JR常磐線快速<br>東武伊勢崎線<br>東武伊勢崎線<br>京成本線
足立区,千住東２丁目,沖積低地4,4,4,4,35.745472,139.808243,牛田<br>京成関屋<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住<br>北千住,東武伊勢崎線<br>京成本線<br>東京メトロ日比谷線<br>東京メトロ千代田線<br>つくばエクスプレス線<br>東武伊勢崎線<br>JR常磐線各駅停車<br>JR常磐線快速
足立区,千住桜木１丁目,沖積低地5,2,1,2,35.751392,139.792053,,
足立区,千住桜木２丁目,沖積低地4,3,2,2,35.75536,139.786469,,
足立区,千住緑町１丁目,沖積低地4,2,1,1,35.742577,139.792496,千住大橋<br>荒川七丁目,京成本線<br>都電荒川線
