,区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク
1139,大田区,池上５丁目,沖積低地2,4,3
1140,大田区,池上６丁目,沖積低地2,3,2
1141,大田区,池上７丁目,沖積低地2,3,2
1142,大田区,池上８丁目,沖積低地2,3,2
1143,大田区,石川町１丁目,台地2,1,2
1144,大田区,石川町２丁目,谷底低地2,1,2
1145,大田区,鵜の木１丁目,沖積低地3,3,3
1146,大田区,鵜の木２丁目,沖積低地3,4,3
1147,大田区,鵜の木３丁目,沖積低地3,3,2
1148,大田区,大森北１丁目,沖積低地2,2,1
1149,大田区,大森北２丁目,沖積低地2,2,1
1150,大田区,大森北３丁目,沖積低地2,4,4
1151,大田区,大森北４丁目,沖積低地2,3,3
1152,大田区,大森北５丁目,沖積低地2,3,2
1153,大田区,大森北６丁目,沖積低地2,3,4
1154,大田区,大森中１丁目,沖積低地2,3,2
1155,大田区,大森中２丁目,沖積低地2,3,3
1156,大田区,大森中３丁目,沖積低地2,4,3
1157,大田区,大森西１丁目,沖積低地2,3,3
1158,大田区,大森西２丁目,沖積低地2,3,3
1159,大田区,大森西３丁目,沖積低地2,3,4
1160,大田区,大森西４丁目,沖積低地2,3,2
1161,大田区,大森西５丁目,沖積低地2,3,4
1162,大田区,大森西６丁目,沖積低地2,3,3
1163,大田区,大森西７丁目,沖積低地2,3,2
1164,大田区,大森東１丁目,沖積低地2,2,2
1165,大田区,大森東２丁目,沖積低地3,4,4
1166,大田区,大森東３丁目,沖積低地2,3,3
1167,大田区,大森東４丁目,沖積低地2,3,4
1168,大田区,大森東５丁目,沖積低地2,3,3
1169,大田区,大森本町１丁目,沖積低地2,1,1
1170,大田区,大森本町２丁目,沖積低地2,3,3
1171,大田区,大森南１丁目,沖積低地2,3,3
1172,大田区,大森南２丁目,沖積低地2,3,2
1173,大田区,大森南３丁目,沖積低地2,3,2
1174,大田区,大森南４丁目,沖積低地3,2,1
1175,大田区,大森南５丁目,沖積低地2,2,2
1176,大田区,蒲田１丁目,沖積低地2,3,3
1177,大田区,蒲田２丁目,沖積低地2,3,4
1178,大田区,蒲田３丁目,沖積低地2,3,4
1179,大田区,蒲田４丁目,沖積低地2,3,1
1180,大田区,蒲田５丁目,沖積低地3,2,1
1181,大田区,蒲田本町１丁目,沖積低地3,2,2
1182,大田区,蒲田本町２丁目,沖積低地3,4,4
1183,大田区,上池台１丁目,台地2,2,3
1184,大田区,上池台２丁目,台地2,2,2
1185,大田区,上池台３丁目,谷底低地2,3,3
1186,大田区,上池台４丁目,台地2,2,3
1187,大田区,上池台５丁目,台地2,2,2
1188,大田区,北糀谷１丁目,沖積低地2,3,2
1189,大田区,北糀谷２丁目,沖積低地2,3,2
1190,大田区,北千束１丁目,台地2,2,3
1191,大田区,北千束２丁目,台地2,2,2
1192,大田区,北千束３丁目,台地2,2,3
1193,大田区,北馬込１丁目,台地2,2,3
1194,大田区,北馬込２丁目,台地2,3,4
1195,大田区,北嶺町,台地1,2,2
1196,大田区,久が原１丁目,台地1,2,2
1197,大田区,久が原２丁目,谷底低地3,2,2
1198,大田区,久が原３丁目,台地1,2,3
1199,大田区,久が原４丁目,台地1,2,3
1200,大田区,久が原５丁目,台地1,2,2
1201,大田区,久が原６丁目,台地1,2,2
1202,大田区,京浜島１丁目,沖積低地3,1,1
1203,大田区,京浜島２丁目,沖積低地4,1,1
1204,大田区,京浜島３丁目,沖積低地3,1,1
1205,大田区,山王１丁目,台地2,2,3
1206,大田区,山王２丁目,台地2,2,3
1207,大田区,山王３丁目,沖積低地2,3,3
1208,大田区,山王４丁目,台地2,2,3
1209,大田区,下丸子１丁目,沖積低地3,3,3
1210,大田区,下丸子２丁目,沖積低地3,2,2
1211,大田区,下丸子３丁目,沖積低地3,3,3
1212,大田区,下丸子４丁目,沖積低地3,2,2
1213,大田区,昭和島１丁目,沖積低地2,1,1
1214,大田区,昭和島２丁目,沖積低地3,1,1
1215,大田区,新蒲田１丁目,沖積低地3,3,2
1216,大田区,新蒲田２丁目,沖積低地3,3,3
1217,大田区,新蒲田３丁目,沖積低地3,4,4
1218,大田区,城南島１丁目,沖積低地3,1,1
1219,大田区,城南島２丁目,沖積低地3,1,1
1220,大田区,城南島３丁目,沖積低地5,1,1
1221,大田区,城南島４丁目,沖積低地5,1,1
1222,大田区,城南島５丁目,沖積低地5,1,1
1223,大田区,城南島６丁目,沖積低地3,1,1
1224,大田区,城南島７丁目,沖積低地3,1,1
1225,大田区,多摩川１丁目,沖積低地3,3,2
1226,大田区,多摩川２丁目,沖積低地3,3,2
1227,大田区,千鳥１丁目,沖積低地2,3,2
1228,大田区,千鳥２丁目,沖積低地2,3,3
1229,大田区,千鳥３丁目,沖積低地2,3,2
1230,大田区,中央１丁目,沖積低地2,3,3
1231,大田区,中央２丁目,沖積低地2,3,3
1232,大田区,中央３丁目,沖積低地3,4,5
1233,大田区,中央４丁目,沖積低地2,3,4
1234,大田区,中央５丁目,台地2,2,3
1235,大田区,中央６丁目,沖積低地2,3,3
1236,大田区,中央７丁目,沖積低地3,4,4
1237,大田区,中央８丁目,沖積低地3,4,4
1238,大田区,田園調布１丁目,台地1,2,3
1239,大田区,田園調布２丁目,台地1,2,2
1240,大田区,田園調布３丁目,台地1,1,1
1241,大田区,田園調布４丁目,台地1,1,1
1242,大田区,田園調布５丁目,沖積低地1,1,2
1243,大田区,田園調布本町,台地1,2,3
1244,大田区,田園調布南,沖積低地3,3,2
1245,大田区,東海１丁目,沖積低地2,1,1
1246,大田区,東海２丁目,沖積低地3,1,1
1247,大田区,東海３丁目,沖積低地3,1,1
1248,大田区,東海４丁目,沖積低地2,1,1
1249,大田区,東海５丁目,沖積低地4,1,1
1250,大田区,東海６丁目,沖積低地2,1,1
1251,大田区,仲池上１丁目,谷底低地2,2,1
1252,大田区,仲池上２丁目,谷底低地3,2,1
1253,大田区,中馬込１丁目,台地2,2,2
1254,大田区,中馬込２丁目,台地2,2,2
1255,大田区,中馬込３丁目,台地2,2,1
1256,大田区,仲六郷１丁目,沖積低地3,3,3
1257,大田区,仲六郷２丁目,沖積低地3,4,5
1258,大田区,仲六郷３丁目,沖積低地3,3,3
1259,大田区,仲六郷４丁目,沖積低地3,3,3
1260,大田区,西蒲田１丁目,沖積低地3,4,4
1261,大田区,西蒲田２丁目,沖積低地2,3,2
1262,大田区,西蒲田３丁目,沖積低地2,4,4
1263,大田区,西蒲田４丁目,沖積低地3,4,4
1264,大田区,西蒲田５丁目,沖積低地3,3,4
1265,大田区,西蒲田６丁目,沖積低地2,3,3
1266,大田区,西蒲田７丁目,沖積低地3,3,2
1267,大田区,西蒲田８丁目,沖積低地3,2,2
1268,大田区,西糀谷１丁目,沖積低地2,3,3
1269,大田区,西糀谷２丁目,沖積低地2,3,2
1270,大田区,西糀谷３丁目,沖積低地2,3,2
1271,大田区,西糀谷４丁目,沖積低地2,3,2
1272,大田区,西馬込１丁目,谷底低地2,2,1
1273,大田区,西馬込２丁目,台地2,2,1
1274,大田区,西嶺町,台地1,2,2
1275,大田区,西六郷１丁目,沖積低地3,4,4
1276,大田区,西六郷２丁目,沖積低地3,4,4
1277,大田区,西六郷３丁目,沖積低地3,3,3
1278,大田区,西六郷４丁目,沖積低地3,3,2
1279,大田区,萩中１丁目,沖積低地3,3,2
1280,大田区,萩中２丁目,沖積低地3,3,2
1281,大田区,萩中３丁目,沖積低地2,2,1
1282,大田区,羽田１丁目,沖積低地2,3,2
1283,大田区,羽田２丁目,沖積低地3,4,4
1284,大田区,羽田３丁目,沖積低地3,5,5
1285,大田区,羽田４丁目,沖積低地3,3,3
1286,大田区,羽田５丁目,沖積低地3,3,4
1287,大田区,羽田６丁目,沖積低地4,5,5
1288,大田区,羽田旭町,沖積低地3,1,1
1289,大田区,羽田空港１丁目,沖積低地3,1,1
1290,大田区,羽田空港２丁目,沖積低地3,1,1
1291,大田区,羽田空港３丁目,沖積低地4,1,1
1292,大田区,東蒲田１丁目,沖積低地2,3,4
1293,大田区,東蒲田２丁目,沖積低地2,4,5
1294,大田区,東糀谷１丁目,沖積低地2,3,2
1295,大田区,東糀谷２丁目,沖積低地2,2,1
1296,大田区,東糀谷３丁目,沖積低地2,3,2
1297,大田区,東糀谷４丁目,沖積低地2,2,1
1298,大田区,東糀谷５丁目,沖積低地2,2,1
1299,大田区,東糀谷６丁目,沖積低地2,1,1
1300,大田区,東馬込１丁目,台地2,3,3
1301,大田区,東馬込２丁目,谷底低地3,3,4
1302,大田区,東嶺町,台地1,2,2
1303,大田区,東矢口１丁目,沖積低地3,3,3
1304,大田区,東矢口２丁目,沖積低地3,3,3
1305,大田区,東矢口３丁目,沖積低地3,4,4
1306,大田区,東雪谷１丁目,台地2,2,3
1307,大田区,東雪谷２丁目,台地2,2,2
1308,大田区,東雪谷３丁目,台地2,2,2
1309,大田区,東雪谷４丁目,台地2,2,2
1310,大田区,東雪谷５丁目,台地2,2,2
1311,大田区,東六郷１丁目,沖積低地3,4,4
1312,大田区,東六郷２丁目,沖積低地3,3,3
1313,大田区,東六郷３丁目,沖積低地3,3,3
1314,大田区,平和島１丁目,沖積低地3,1,1
1315,大田区,平和島２丁目,沖積低地2,1,1
1316,大田区,平和島３丁目,沖積低地3,1,1
1317,大田区,平和島４丁目,沖積低地2,1,1
1318,大田区,平和島５丁目,沖積低地2,1,1
1319,大田区,平和島６丁目,沖積低地3,1,1
1320,大田区,平和の森公園,沖積低地2,1,1
1321,大田区,本羽田１丁目,沖積低地3,3,3
1322,大田区,本羽田２丁目,沖積低地3,3,2
1323,大田区,本羽田３丁目,沖積低地3,2,1
1324,大田区,南蒲田１丁目,沖積低地2,3,2
1325,大田区,南蒲田２丁目,沖積低地3,3,3
1326,大田区,南蒲田３丁目,沖積低地3,5,5
1327,大田区,南久が原１丁目,台地1,2,2
1328,大田区,南久が原２丁目,台地1,2,2
1329,大田区,南千束１丁目,台地2,2,3
1330,大田区,南千束２丁目,台地2,1,1
1331,大田区,南千束３丁目,台地2,2,4
1332,大田区,南馬込１丁目,台地2,2,3
1333,大田区,南馬込２丁目,台地2,2,3
1334,大田区,南馬込３丁目,谷底低地3,3,3
1335,大田区,南馬込４丁目,谷底低地2,2,3
1336,大田区,南馬込５丁目,台地2,2,2
1337,大田区,南馬込６丁目,台地2,2,2
1338,大田区,南雪谷１丁目,台地1,2,2
1339,大田区,南雪谷２丁目,台地1,2,2
1340,大田区,南雪谷３丁目,台地1,2,2
1341,大田区,南雪谷４丁目,台地1,2,2
1342,大田区,南雪谷５丁目,谷底低地2,2,2
1343,大田区,南六郷１丁目,沖積低地3,3,3
1344,大田区,南六郷２丁目,沖積低地3,3,3
1345,大田区,南六郷３丁目,沖積低地3,2,1
1346,大田区,矢口１丁目,沖積低地3,3,2
1347,大田区,矢口２丁目,沖積低地3,3,2
1348,大田区,矢口３丁目,沖積低地3,3,3
1349,大田区,雪谷大塚町,台地1,2,2
1350,世田谷区,赤堤１丁目,谷底低地2,2,2
1351,世田谷区,赤堤２丁目,谷底低地2,2,2
1352,世田谷区,赤堤３丁目,台地1,1,1
1353,世田谷区,赤堤４丁目,谷底低地2,2,3
1354,世田谷区,赤堤５丁目,台地1,2,3
1355,世田谷区,池尻１丁目,台地1,1,1
1356,世田谷区,池尻２丁目,台地1,2,2
1357,世田谷区,池尻３丁目,台地1,2,2
1358,世田谷区,池尻４丁目,台地1,1,2
1359,世田谷区,宇奈根１丁目,沖積低地1,1,2
1360,世田谷区,宇奈根２丁目,沖積低地1,1,1
1361,世田谷区,宇奈根３丁目,台地1,1,1
1362,世田谷区,梅丘１丁目,台地1,2,3
1363,世田谷区,梅丘２丁目,台地1,2,3
1364,世田谷区,梅丘３丁目,台地1,2,3
1365,世田谷区,大蔵１丁目,台地1,1,1
1366,世田谷区,大蔵２丁目,台地1,1,1
1367,世田谷区,大蔵３丁目,台地1,1,1
1368,世田谷区,大蔵４丁目,台地1,1,1
1369,世田谷区,大蔵５丁目,台地1,1,1
1370,世田谷区,大蔵６丁目,台地1,1,1
1371,世田谷区,大原１丁目,台地2,2,4
1372,世田谷区,大原２丁目,台地2,2,2
1373,世田谷区,岡本１丁目,台地1,1,1
1374,世田谷区,岡本２丁目,沖積低地1,1,1
1375,世田谷区,岡本３丁目,台地1,1,1
1376,世田谷区,奥沢１丁目,台地1,2,3
1377,世田谷区,奥沢２丁目,台地1,2,3
1378,世田谷区,奥沢３丁目,台地1,2,2
1379,世田谷区,奥沢４丁目,台地1,2,3
1380,世田谷区,奥沢５丁目,台地1,2,2
1381,世田谷区,奥沢６丁目,台地1,2,2
1382,世田谷区,奥沢７丁目,谷底低地2,2,2
1383,世田谷区,奥沢８丁目,台地1,2,2
1384,世田谷区,尾山台１丁目,台地1,1,1
1385,世田谷区,尾山台２丁目,台地1,1,1
1386,世田谷区,尾山台３丁目,谷底低地2,2,2
1387,世田谷区,粕谷１丁目,谷底低地2,1,1
1388,世田谷区,粕谷２丁目,台地1,1,1
1389,世田谷区,粕谷３丁目,台地1,2,3
1390,世田谷区,粕谷４丁目,台地1,2,2
1391,世田谷区,鎌田１丁目,沖積低地1,2,2
1392,世田谷区,鎌田２丁目,沖積低地1,1,1
1393,世田谷区,鎌田３丁目,沖積低地1,1,1
1394,世田谷区,鎌田４丁目,沖積低地1,1,1
1395,世田谷区,上馬１丁目,台地1,3,4
1396,世田谷区,上馬２丁目,台地1,2,3
1397,世田谷区,上馬３丁目,台地1,2,3
1398,世田谷区,上馬４丁目,台地1,2,2
1399,世田谷区,上馬５丁目,台地1,2,2
1400,世田谷区,上北沢１丁目,台地1,2,2
1401,世田谷区,上北沢２丁目,台地1,1,1
1402,世田谷区,上北沢３丁目,台地1,2,3
1403,世田谷区,上北沢４丁目,台地1,2,2
1404,世田谷区,上北沢５丁目,台地1,2,2
1405,世田谷区,上祖師谷１丁目,台地1,2,2
1406,世田谷区,上祖師谷２丁目,台地1,2,3
1407,世田谷区,上祖師谷３丁目,台地1,2,3
1408,世田谷区,上祖師谷４丁目,台地1,1,1
1409,世田谷区,上祖師谷５丁目,台地1,2,3
1410,世田谷区,上祖師谷６丁目,台地1,2,2
1411,世田谷区,上祖師谷７丁目,台地1,2,2
1412,世田谷区,上野毛１丁目,台地1,2,2
1413,世田谷区,上野毛２丁目,台地1,1,1
1414,世田谷区,上野毛３丁目,台地1,1,1
1415,世田谷区,上野毛４丁目,台地1,2,2
1416,世田谷区,上用賀１丁目,台地1,1,1
1417,世田谷区,上用賀２丁目,台地1,1,1
1418,世田谷区,上用賀３丁目,台地1,1,1
1419,世田谷区,上用賀４丁目,台地1,1,1
1420,世田谷区,上用賀５丁目,台地1,1,1
1421,世田谷区,上用賀６丁目,台地1,1,1
1422,世田谷区,北烏山１丁目,台地1,2,2
1423,世田谷区,北烏山２丁目,台地1,1,1
1424,世田谷区,北烏山３丁目,台地1,1,2
1425,世田谷区,北烏山４丁目,台地1,2,2
1426,世田谷区,北烏山５丁目,台地1,1,1
1427,世田谷区,北烏山６丁目,台地1,2,2
1428,世田谷区,北烏山７丁目,台地1,2,2
1429,世田谷区,北烏山８丁目,台地1,1,1
1430,世田谷区,北烏山９丁目,台地1,1,1
1431,世田谷区,北沢１丁目,台地1,2,4
1432,世田谷区,北沢２丁目,台地1,2,2
1433,世田谷区,北沢３丁目,台地2,3,3
1434,世田谷区,北沢４丁目,台地2,2,4
1435,世田谷区,北沢５丁目,台地2,3,4
1436,世田谷区,喜多見１丁目,沖積低地1,1,2
1437,世田谷区,喜多見２丁目,沖積低地1,1,1
1438,世田谷区,喜多見３丁目,台地1,1,2
1439,世田谷区,喜多見４丁目,台地1,1,1
1440,世田谷区,喜多見５丁目,台地1,1,1
1441,世田谷区,喜多見６丁目,台地1,1,1
1442,世田谷区,喜多見７丁目,台地1,1,2
1443,世田谷区,喜多見８丁目,台地1,1,1
1444,世田谷区,喜多見９丁目,台地1,1,2
1445,世田谷区,砧１丁目,台地1,1,1
1446,世田谷区,砧２丁目,台地1,1,1
1447,世田谷区,砧３丁目,台地1,2,2
1448,世田谷区,砧４丁目,台地1,1,2
1449,世田谷区,砧５丁目,台地1,1,1
1450,世田谷区,砧６丁目,台地1,2,2
1451,世田谷区,砧７丁目,台地1,1,1
1452,世田谷区,砧８丁目,台地1,2,2
1453,世田谷区,砧公園,台地1,1,1
1454,世田谷区,給田１丁目,台地1,2,2
1455,世田谷区,給田２丁目,谷底低地2,2,2
1456,世田谷区,給田３丁目,台地1,2,2
1457,世田谷区,給田４丁目,台地1,1,2
1458,世田谷区,給田５丁目,台地1,1,1
1459,世田谷区,経堂１丁目,谷底低地2,2,3
1460,世田谷区,経堂２丁目,台地1,2,4
1461,世田谷区,経堂３丁目,台地1,2,4
1462,世田谷区,経堂４丁目,台地1,2,2
1463,世田谷区,経堂５丁目,台地1,2,2
1464,世田谷区,駒沢１丁目,台地1,1,2
1465,世田谷区,駒沢２丁目,台地1,2,3
1466,世田谷区,駒沢３丁目,台地1,2,2
1467,世田谷区,駒沢４丁目,台地1,2,4
1468,世田谷区,駒沢５丁目,台地1,2,2
1469,世田谷区,駒沢公園,台地1,1,1
1470,世田谷区,豪徳寺１丁目,台地1,2,3
1471,世田谷区,豪徳寺２丁目,台地1,2,2
1472,世田谷区,桜１丁目,台地1,2,3
1473,世田谷区,桜２丁目,台地1,2,3
1474,世田谷区,桜３丁目,台地1,2,2
1475,世田谷区,桜丘１丁目,台地1,1,3
1476,世田谷区,桜丘２丁目,台地1,2,3
1477,世田谷区,桜丘３丁目,台地1,2,3
1478,世田谷区,桜丘４丁目,台地1,2,2
1479,世田谷区,桜丘５丁目,台地1,1,2
1480,世田谷区,桜新町１丁目,台地1,2,2
1481,世田谷区,桜新町２丁目,台地1,1,1
1482,世田谷区,桜上水１丁目,台地1,1,2
1483,世田谷区,桜上水２丁目,台地1,2,3
1484,世田谷区,桜上水３丁目,台地1,1,1
1485,世田谷区,桜上水４丁目,谷底低地2,1,1
1486,世田谷区,桜上水５丁目,台地1,1,2
1487,世田谷区,三軒茶屋１丁目,谷底低地2,2,3
1488,世田谷区,三軒茶屋２丁目,谷底低地2,2,2
1489,世田谷区,下馬１丁目,台地1,2,3
1490,世田谷区,下馬２丁目,台地1,1,1
1491,世田谷区,下馬３丁目,台地1,2,3
1492,世田谷区,下馬４丁目,台地1,1,2
1493,世田谷区,下馬５丁目,台地1,2,3
1494,世田谷区,下馬６丁目,台地1,2,2
1495,世田谷区,新町１丁目,台地1,2,2
1496,世田谷区,新町２丁目,台地1,2,3
1497,世田谷区,新町３丁目,台地1,1,1
1498,世田谷区,成城１丁目,台地1,1,1
1499,世田谷区,成城２丁目,台地1,1,2
1500,世田谷区,成城３丁目,台地1,1,1
1501,世田谷区,成城４丁目,台地1,1,1
1502,世田谷区,成城５丁目,台地1,1,1
1503,世田谷区,成城６丁目,台地1,1,1
1504,世田谷区,成城７丁目,台地1,1,2
1505,世田谷区,成城８丁目,台地1,1,1
1506,世田谷区,成城９丁目,台地1,1,2
1507,世田谷区,瀬田１丁目,台地1,1,1
1508,世田谷区,瀬田２丁目,台地1,1,1
1509,世田谷区,瀬田３丁目,台地1,2,2
1510,世田谷区,瀬田４丁目,台地1,1,1
1511,世田谷区,瀬田５丁目,台地1,1,2
1512,世田谷区,世田谷１丁目,台地1,2,3
1513,世田谷区,世田谷２丁目,台地1,2,2
1514,世田谷区,世田谷３丁目,谷底低地2,2,2
1515,世田谷区,世田谷４丁目,台地1,2,2
1516,世田谷区,祖師谷１丁目,台地1,2,4
1517,世田谷区,祖師谷２丁目,台地1,1,2
1518,世田谷区,祖師谷３丁目,台地1,2,2
1519,世田谷区,祖師谷４丁目,台地1,2,2
1520,世田谷区,祖師谷５丁目,台地1,2,3
1521,世田谷区,祖師谷６丁目,台地1,2,3
1522,世田谷区,太子堂１丁目,台地1,1,1
1523,世田谷区,太子堂２丁目,台地1,2,3
1524,世田谷区,太子堂３丁目,台地1,2,3
1525,世田谷区,太子堂４丁目,台地1,2,3
1526,世田谷区,太子堂５丁目,台地1,3,4
1527,世田谷区,玉川１丁目,沖積低地1,1,1
1528,世田谷区,玉川２丁目,沖積低地1,1,1
1529,世田谷区,玉川３丁目,沖積低地1,1,1
1530,世田谷区,玉川４丁目,沖積低地1,1,1
1531,世田谷区,玉川台１丁目,台地1,1,1
1532,世田谷区,玉川台２丁目,台地1,1,1
1533,世田谷区,玉川田園調布１丁目,台地1,1,1
1534,世田谷区,玉川田園調布２丁目,台地1,1,1
1535,世田谷区,玉堤１丁目,沖積低地1,1,1
1536,世田谷区,玉堤２丁目,沖積低地1,1,1
1537,世田谷区,代沢１丁目,台地1,2,3
1538,世田谷区,代沢２丁目,台地1,2,3
1539,世田谷区,代沢３丁目,台地1,2,2
1540,世田谷区,代沢４丁目,台地1,2,2
1541,世田谷区,代沢５丁目,谷底低地2,2,3
1542,世田谷区,代田１丁目,台地1,2,3
1543,世田谷区,代田２丁目,台地1,2,3
1544,世田谷区,代田３丁目,台地1,2,3
1545,世田谷区,代田４丁目,台地1,1,3
1546,世田谷区,代田５丁目,台地1,2,2
1547,世田谷区,代田６丁目,台地2,2,3
1548,世田谷区,千歳台１丁目,台地1,1,2
1549,世田谷区,千歳台２丁目,台地1,2,3
1550,世田谷区,千歳台３丁目,台地1,1,1
1551,世田谷区,千歳台４丁目,台地1,1,1
1552,世田谷区,千歳台５丁目,台地1,1,2
1553,世田谷区,千歳台６丁目,台地1,1,1
1554,世田谷区,弦巻１丁目,台地1,1,2
1555,世田谷区,弦巻２丁目,台地1,2,3
1556,世田谷区,弦巻３丁目,台地1,1,1
1557,世田谷区,弦巻４丁目,台地1,1,1
1558,世田谷区,弦巻５丁目,台地1,1,1
1559,世田谷区,等々力１丁目,台地1,1,1
1560,世田谷区,等々力２丁目,台地1,2,2
1561,世田谷区,等々力３丁目,台地1,2,2
1562,世田谷区,等々力４丁目,谷底低地2,2,2
1563,世田谷区,等々力５丁目,谷底低地2,2,3
1564,世田谷区,等々力６丁目,谷底低地2,2,2
1565,世田谷区,等々力７丁目,台地1,1,1
1566,世田谷区,等々力８丁目,台地1,1,2
1567,世田谷区,中町１丁目,台地1,1,1
1568,世田谷区,中町２丁目,台地1,1,1
1569,世田谷区,中町３丁目,台地1,1,2
1570,世田谷区,中町４丁目,台地1,2,2
1571,世田谷区,中町５丁目,台地1,2,2
1572,世田谷区,野毛１丁目,台地1,1,1
1573,世田谷区,野毛２丁目,台地1,1,1
1574,世田谷区,野毛３丁目,沖積低地1,1,1
1575,世田谷区,野沢１丁目,台地1,2,4
1576,世田谷区,野沢２丁目,台地1,2,3
1577,世田谷区,野沢３丁目,台地1,1,1
1578,世田谷区,野沢４丁目,台地1,2,3
1579,世田谷区,八幡山１丁目,台地1,2,2
1580,世田谷区,八幡山２丁目,台地1,1,1
1581,世田谷区,八幡山３丁目,台地1,2,3
1582,世田谷区,羽根木１丁目,台地2,2,3
1583,世田谷区,羽根木２丁目,台地2,2,4
1584,世田谷区,東玉川１丁目,台地1,2,3
1585,世田谷区,東玉川２丁目,台地1,2,3
1586,世田谷区,深沢１丁目,台地1,2,1
1587,世田谷区,深沢２丁目,台地1,1,1
1588,世田谷区,深沢３丁目,台地1,2,3
1589,世田谷区,深沢４丁目,台地1,1,1
1590,世田谷区,深沢５丁目,台地1,1,2
1591,世田谷区,深沢６丁目,台地1,1,1
1592,世田谷区,深沢７丁目,台地1,1,2
1593,世田谷区,深沢８丁目,台地1,1,2
1594,世田谷区,船橋１丁目,台地1,2,4
1595,世田谷区,船橋２丁目,台地1,1,2
1596,世田谷区,船橋３丁目,台地1,1,2
1597,世田谷区,船橋４丁目,台地1,1,2
1598,世田谷区,船橋５丁目,台地1,1,2
1599,世田谷区,船橋６丁目,谷底低地2,1,1
1600,世田谷区,船橋７丁目,台地1,1,1
1601,世田谷区,松原１丁目,台地2,2,4
1602,世田谷区,松原２丁目,台地2,2,2
1603,世田谷区,松原３丁目,台地2,2,4
1604,世田谷区,松原４丁目,台地1,2,4
1605,世田谷区,松原５丁目,台地1,2,3
1606,世田谷区,松原６丁目,谷底低地2,2,2
1607,世田谷区,三宿１丁目,台地1,2,3
1608,世田谷区,三宿２丁目,台地1,2,2
1609,世田谷区,南烏山１丁目,台地1,1,2
1610,世田谷区,南烏山２丁目,台地1,1,1
1611,世田谷区,南烏山３丁目,台地1,2,1
1612,世田谷区,南烏山４丁目,台地1,2,2
1613,世田谷区,南烏山５丁目,台地1,2,2
1614,世田谷区,南烏山６丁目,台地1,1,1
1615,世田谷区,宮坂１丁目,谷底低地2,2,3
1616,世田谷区,宮坂２丁目,台地1,2,2
1617,世田谷区,宮坂３丁目,台地1,2,3
1618,世田谷区,用賀１丁目,台地1,1,1
1619,世田谷区,用賀２丁目,台地1,1,1
1620,世田谷区,用賀３丁目,台地1,2,1
1621,世田谷区,用賀４丁目,台地1,1,1
1622,世田谷区,若林１丁目,台地1,2,4
1623,世田谷区,若林２丁目,台地1,2,4
1624,世田谷区,若林３丁目,台地1,2,3
1625,世田谷区,若林４丁目,台地1,2,2
1626,世田谷区,若林５丁目,台地1,2,3
1627,渋谷区,上原１丁目,台地2,2,2
1628,渋谷区,上原２丁目,台地2,2,2
1629,渋谷区,上原３丁目,台地2,2,2
1630,渋谷区,鶯谷町,台地2,2,1
1631,渋谷区,宇田川町,台地2,1,1
1632,渋谷区,恵比寿１丁目,谷底低地2,1,1
1633,渋谷区,恵比寿２丁目,台地2,2,2
1634,渋谷区,恵比寿３丁目,台地2,2,2
1635,渋谷区,恵比寿４丁目,台地2,1,1
1636,渋谷区,恵比寿西１丁目,台地2,2,1
1637,渋谷区,恵比寿西２丁目,台地2,1,1
1638,渋谷区,恵比寿南１丁目,台地2,2,1
1639,渋谷区,恵比寿南２丁目,台地2,2,1
1640,渋谷区,恵比寿南３丁目,台地2,1,1
1641,渋谷区,大山町,台地2,1,1
1642,渋谷区,神山町,台地2,1,1
1643,渋谷区,桜丘町,台地2,1,1
1644,渋谷区,笹塚１丁目,台地2,2,2
1645,渋谷区,笹塚２丁目,台地2,2,2
1646,渋谷区,笹塚３丁目,谷底低地2,3,2
1647,渋谷区,猿楽町,台地2,2,1
1648,渋谷区,渋谷１丁目,台地2,1,1
1649,渋谷区,渋谷２丁目,台地2,1,1
1650,渋谷区,渋谷３丁目,谷底低地2,1,1
1651,渋谷区,渋谷４丁目,台地2,1,1
1652,渋谷区,松濤１丁目,台地2,1,1
1653,渋谷区,松濤２丁目,台地2,1,1
1654,渋谷区,神泉町,台地2,2,1
1655,渋谷区,神宮前１丁目,台地2,1,1
1656,渋谷区,神宮前２丁目,台地2,2,1
1657,渋谷区,神宮前３丁目,台地2,2,2
1658,渋谷区,神宮前４丁目,台地2,2,1
1659,渋谷区,神宮前５丁目,台地2,1,1
1660,渋谷区,神宮前６丁目,谷底低地2,1,1
1661,渋谷区,神南１丁目,谷底低地2,1,1
1662,渋谷区,神南２丁目,台地2,1,1
1663,渋谷区,千駄ヶ谷１丁目,台地2,1,1
1664,渋谷区,千駄ヶ谷２丁目,台地2,1,1
1665,渋谷区,千駄ヶ谷３丁目,台地2,1,1
1666,渋谷区,千駄ヶ谷４丁目,台地2,1,1
1667,渋谷区,千駄ヶ谷５丁目,台地2,1,1
1668,渋谷区,千駄ヶ谷６丁目,台地2,1,1
1669,渋谷区,代官山町,谷底低地2,2,1
1670,渋谷区,富ヶ谷１丁目,台地2,2,1
1671,渋谷区,富ヶ谷２丁目,台地2,2,2
1672,渋谷区,道玄坂１丁目,台地2,1,1
1673,渋谷区,道玄坂２丁目,谷底低地2,2,1
1674,渋谷区,南平台町,台地2,1,1
1675,渋谷区,西原１丁目,台地2,2,2
1676,渋谷区,西原２丁目,台地2,2,2
