,区市町名,町丁目名,地盤分類,建物倒壊危険度ランク,火災危険度ランク
2940,江戸川区,一之江２丁目,沖積低地3,3,3
2941,江戸川区,一之江３丁目,沖積低地4,3,3
2942,江戸川区,一之江４丁目,沖積低地4,4,4
2943,江戸川区,一之江５丁目,沖積低地4,3,3
2944,江戸川区,一之江６丁目,沖積低地5,3,2
2945,江戸川区,一之江７丁目,沖積低地4,3,3
2946,江戸川区,一之江８丁目,沖積低地4,3,2
2947,江戸川区,一之江町,沖積低地5,4,2
2948,江戸川区,宇喜田町,沖積低地5,3,4
2949,江戸川区,江戸川１丁目,沖積低地2,4,5
2950,江戸川区,江戸川２丁目,沖積低地2,3,3
2951,江戸川区,江戸川３丁目,沖積低地3,3,2
2952,江戸川区,江戸川４丁目,沖積低地3,3,3
2953,江戸川区,江戸川５丁目,沖積低地4,3,4
2954,江戸川区,江戸川６丁目,沖積低地5,3,3
2955,江戸川区,興宮町,沖積低地4,4,4
2956,江戸川区,北葛西１丁目,沖積低地5,3,3
2957,江戸川区,北葛西２丁目,沖積低地5,3,2
2958,江戸川区,北葛西３丁目,沖積低地5,3,2
2959,江戸川区,北葛西４丁目,沖積低地5,2,1
2960,江戸川区,北葛西５丁目,沖積低地5,3,2
2961,江戸川区,北小岩１丁目,沖積低地2,2,2
2962,江戸川区,北小岩２丁目,沖積低地2,3,3
2963,江戸川区,北小岩３丁目,沖積低地2,3,3
2964,江戸川区,北小岩４丁目,沖積低地2,3,3
2965,江戸川区,北小岩５丁目,沖積低地2,3,3
2966,江戸川区,北小岩６丁目,沖積低地2,3,3
2967,江戸川区,北小岩７丁目,沖積低地2,3,3
2968,江戸川区,北小岩８丁目,沖積低地2,3,3
2969,江戸川区,小松川１丁目,沖積低地5,1,1
2970,江戸川区,小松川２丁目,沖積低地5,1,1
2971,江戸川区,小松川３丁目,沖積低地5,1,1
2972,江戸川区,小松川４丁目,沖積低地5,5,4
2973,江戸川区,鹿骨１丁目,沖積低地2,2,2
2974,江戸川区,鹿骨２丁目,沖積低地2,2,2
2975,江戸川区,鹿骨３丁目,沖積低地2,3,2
2976,江戸川区,鹿骨４丁目,沖積低地2,3,2
2977,江戸川区,鹿骨５丁目,沖積低地2,3,3
2978,江戸川区,鹿骨６丁目,沖積低地3,3,2
2979,江戸川区,鹿骨町,沖積低地3,2,1
2980,江戸川区,篠崎町１丁目,沖積低地3,3,3
2981,江戸川区,篠崎町２丁目,沖積低地3,2,2
2982,江戸川区,篠崎町３丁目,沖積低地3,3,2
2983,江戸川区,篠崎町４丁目,沖積低地3,3,3
2984,江戸川区,篠崎町５丁目,沖積低地3,2,2
2985,江戸川区,篠崎町６丁目,沖積低地2,3,3
2986,江戸川区,篠崎町７丁目,沖積低地2,3,2
2987,江戸川区,篠崎町８丁目,沖積低地2,2,2
2988,江戸川区,下篠崎町,沖積低地3,4,3
2989,江戸川区,中央１丁目,沖積低地5,3,2
2990,江戸川区,中央２丁目,沖積低地5,4,4
2991,江戸川区,中央３丁目,沖積低地5,3,2
2992,江戸川区,中央４丁目,沖積低地5,3,2
2993,江戸川区,中葛西１丁目,沖積低地5,3,3
2994,江戸川区,中葛西２丁目,沖積低地5,3,2
2995,江戸川区,中葛西３丁目,沖積低地5,2,2
2996,江戸川区,中葛西４丁目,沖積低地5,2,2
2997,江戸川区,中葛西５丁目,沖積低地5,2,2
2998,江戸川区,中葛西６丁目,沖積低地5,2,2
2999,江戸川区,中葛西７丁目,沖積低地5,3,2
3000,江戸川区,中葛西８丁目,沖積低地5,3,3
3001,江戸川区,新堀１丁目,沖積低地2,2,2
3002,江戸川区,新堀２丁目,沖積低地2,3,2
3003,江戸川区,西一之江１丁目,沖積低地4,3,3
3004,江戸川区,西一之江２丁目,沖積低地4,3,2
3005,江戸川区,西一之江３丁目,沖積低地4,3,3
3006,江戸川区,西一之江４丁目,沖積低地5,3,3
3007,江戸川区,西葛西１丁目,沖積低地5,3,3
3008,江戸川区,西葛西２丁目,沖積低地5,2,1
3009,江戸川区,西葛西３丁目,沖積低地5,2,1
3010,江戸川区,西葛西４丁目,沖積低地5,1,1
3011,江戸川区,西葛西５丁目,沖積低地4,1,1
3012,江戸川区,西葛西６丁目,沖積低地4,2,1
3013,江戸川区,西葛西７丁目,沖積低地5,2,2
3014,江戸川区,西葛西８丁目,沖積低地5,2,2
3015,江戸川区,西小岩１丁目,沖積低地4,4,4
3016,江戸川区,西小岩２丁目,沖積低地5,4,3
3017,江戸川区,西小岩３丁目,沖積低地4,4,4
3018,江戸川区,西小岩４丁目,沖積低地3,4,4
3019,江戸川区,西小岩５丁目,沖積低地3,3,2
3020,江戸川区,西小松川町,沖積低地5,4,4
3021,江戸川区,西瑞江３丁目,沖積低地3,4,5
3022,江戸川区,西瑞江４丁目,沖積低地4,3,2
3023,江戸川区,西瑞江５丁目,沖積低地4,3,4
3024,江戸川区,二之江町,沖積低地5,3,3
3025,江戸川区,春江町１丁目,沖積低地2,1,1
3026,江戸川区,春江町２丁目,沖積低地3,2,2
3027,江戸川区,春江町３丁目,沖積低地3,4,5
3028,江戸川区,春江町４丁目,沖積低地4,2,1
3029,江戸川区,春江町５丁目,沖積低地5,3,4
3030,江戸川区,東葛西１丁目,沖積低地4,3,3
3031,江戸川区,東葛西２丁目,沖積低地5,3,3
3032,江戸川区,東葛西３丁目,沖積低地4,3,3
3033,江戸川区,東葛西４丁目,沖積低地4,3,2
3034,江戸川区,東葛西５丁目,沖積低地5,3,2
3035,江戸川区,東葛西６丁目,沖積低地5,2,2
3036,江戸川区,東葛西７丁目,沖積低地5,2,1
3037,江戸川区,東葛西８丁目,沖積低地5,2,2
3038,江戸川区,東葛西９丁目,沖積低地4,1,1
3039,江戸川区,東小岩１丁目,沖積低地3,3,3
3040,江戸川区,東小岩２丁目,沖積低地3,3,2
3041,江戸川区,東小岩３丁目,沖積低地2,3,3
3042,江戸川区,東小岩４丁目,沖積低地2,3,4
3043,江戸川区,東小岩５丁目,沖積低地2,3,3
3044,江戸川区,東小岩６丁目,沖積低地2,3,3
3045,江戸川区,東小松川１丁目,沖積低地5,4,4
3046,江戸川区,東小松川２丁目,沖積低地5,4,5
3047,江戸川区,東小松川３丁目,沖積低地5,3,3
3048,江戸川区,東小松川４丁目,沖積低地5,3,2
3049,江戸川区,東篠崎町,沖積低地3,1,1
3050,江戸川区,東瑞江１丁目,沖積低地3,2,2
3051,江戸川区,東瑞江２丁目,沖積低地3,3,3
3052,江戸川区,東瑞江３丁目,沖積低地3,2,1
3053,江戸川区,平井１丁目,沖積低地5,4,4
3054,江戸川区,平井２丁目,沖積低地4,4,5
3055,江戸川区,平井３丁目,沖積低地4,3,2
3056,江戸川区,平井４丁目,沖積低地5,4,3
3057,江戸川区,平井５丁目,沖積低地5,4,3
3058,江戸川区,平井６丁目,沖積低地5,4,4
3059,江戸川区,平井７丁目,沖積低地5,3,3
3060,江戸川区,船堀１丁目,沖積低地5,1,1
3061,江戸川区,船堀２丁目,沖積低地5,3,3
3062,江戸川区,船堀３丁目,沖積低地5,2,2
3063,江戸川区,船堀４丁目,沖積低地5,2,1
3064,江戸川区,船堀５丁目,沖積低地5,3,2
3065,江戸川区,船堀６丁目,沖積低地5,3,2
3066,江戸川区,船堀７丁目,沖積低地5,3,3
3067,江戸川区,堀江町,沖積低地4,1,1
3068,江戸川区,松江１丁目,沖積低地5,3,2
3069,江戸川区,松江２丁目,沖積低地5,4,4
3070,江戸川区,松江３丁目,沖積低地5,4,3
3071,江戸川区,松江４丁目,沖積低地5,3,3
3072,江戸川区,松江５丁目,沖積低地5,2,1
3073,江戸川区,松江６丁目,沖積低地5,3,2
3074,江戸川区,松江７丁目,沖積低地5,3,3
3075,江戸川区,松島１丁目,沖積低地5,3,3
3076,江戸川区,松島２丁目,沖積低地5,4,3
3077,江戸川区,松島３丁目,沖積低地4,5,5
3078,江戸川区,松島４丁目,沖積低地5,5,4
3079,江戸川区,南葛西１丁目,沖積低地5,2,1
3080,江戸川区,南葛西２丁目,沖積低地5,3,2
3081,江戸川区,南葛西３丁目,沖積低地5,2,2
3082,江戸川区,南葛西４丁目,沖積低地4,2,2
3083,江戸川区,南葛西５丁目,沖積低地5,1,1
3084,江戸川区,南葛西６丁目,沖積低地4,3,2
3085,江戸川区,南葛西７丁目,沖積低地4,1,1
3086,江戸川区,南小岩１丁目,沖積低地2,4,4
3087,江戸川区,南小岩２丁目,沖積低地2,3,4
3088,江戸川区,南小岩３丁目,沖積低地2,3,4
3089,江戸川区,南小岩４丁目,沖積低地2,4,5
3090,江戸川区,南小岩５丁目,沖積低地3,3,4
3091,江戸川区,南小岩６丁目,沖積低地3,4,5
3092,江戸川区,南小岩７丁目,沖積低地2,4,4
3093,江戸川区,南小岩８丁目,沖積低地2,3,4
3094,江戸川区,南篠崎町１丁目,沖積低地2,3,3
3095,江戸川区,南篠崎町２丁目,沖積低地2,2,1
3096,江戸川区,南篠崎町３丁目,沖積低地2,2,2
3097,江戸川区,南篠崎町４丁目,沖積低地2,2,2
3098,江戸川区,南篠崎町５丁目,沖積低地2,2,1
3099,江戸川区,清新町１丁目,沖積低地4,1,1
3100,江戸川区,清新町２丁目,沖積低地5,1,1
3101,江戸川区,臨海町１丁目,沖積低地5,1,1
3102,江戸川区,臨海町２丁目,沖積低地5,1,1
3103,江戸川区,臨海町３丁目,沖積低地5,1,1
3104,江戸川区,臨海町４丁目,沖積低地5,1,1
3105,江戸川区,臨海町５丁目,沖積低地5,1,1
3106,江戸川区,臨海町６丁目,沖積低地5,1,1
3107,江戸川区,大杉１丁目,沖積低地4,3,4
3108,江戸川区,大杉２丁目,沖積低地4,3,4
3109,江戸川区,大杉３丁目,沖積低地3,3,3
3110,江戸川区,大杉４丁目,沖積低地3,3,3
3111,江戸川区,大杉５丁目,沖積低地4,4,4
3112,江戸川区,上一色１丁目,沖積低地4,3,3
3113,江戸川区,上一色２丁目,沖積低地4,4,3
3114,江戸川区,上一色３丁目,沖積低地4,3,2
3115,江戸川区,本一色１丁目,沖積低地5,3,3
3116,江戸川区,本一色２丁目,沖積低地5,3,3
3117,江戸川区,本一色３丁目,沖積低地5,3,4
3118,江戸川区,松本１丁目,沖積低地4,3,4
3119,江戸川区,松本２丁目,沖積低地4,3,3
3120,江戸川区,東篠崎１丁目,沖積低地3,1,1
3121,江戸川区,東篠崎２丁目,沖積低地3,1,1
3122,江戸川区,瑞江１丁目,沖積低地2,2,2
3123,江戸川区,瑞江２丁目,沖積低地3,2,1
3124,江戸川区,瑞江３丁目,沖積低地3,3,3
3125,江戸川区,瑞江４丁目,沖積低地3,2,1
3126,江戸川区,上篠崎１丁目,沖積低地3,3,2
3127,江戸川区,上篠崎２丁目,沖積低地3,3,3
3128,江戸川区,上篠崎３丁目,沖積低地2,3,3
3129,江戸川区,上篠崎４丁目,沖積低地2,2,2
3130,江戸川区,北篠崎１丁目,沖積低地3,3,3
3131,江戸川区,北篠崎２丁目,沖積低地3,3,3
3132,江戸川区,谷河内１丁目,沖積低地2,2,2
3133,江戸川区,谷河内２丁目,沖積低地2,2,2
3134,江戸川区,東松本１丁目,沖積低地2,3,3
3135,江戸川区,東松本２丁目,沖積低地3,3,3
3136,江戸川区,西篠崎１丁目,沖積低地2,4,3
3137,江戸川区,西篠崎２丁目,沖積低地2,4,5
